,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
60508,3.0,1.5,1880.0,sqft,6215.0,sqft,,749000.0
60432,3.0,1.5,1880.0,sqft,6215.0,sqft,,749000.0
60491,2.0,2.0,1100.0,sqft,698.0,sqft,98107.0,749000.0
60386,3.0,1.5,1880.0,sqft,6215.0,sqft,,749000.0
60171,3.0,1.5,1880.0,sqft,6215.0,sqft,,749000.0
60269,2.0,2.0,1100.0,sqft,698.0,sqft,98107.0,749000.0
60767,3.0,2.0,1425.0,sqft,759.0,sqft,98117.0,750000.0
60798,2.0,,1240.0,sqft,5038.0,sqft,98126.0,750000.0
60984,4.0,2.0,,sqft,3920.0,sqft,98115.0,750000.0
60612,4.0,,3320.0,sqft,5750.0,sqft,98116.0,750000.0
60592,3.0,,,sqft,9856.0,sqft,98136.0,750000.0
60764,4.0,2.0,2080.0,sqft,7740.0,sqft,98106.0,750000.0
60879,3.0,,,sqft,9856.0,sqft,98136.0,750000.0
60922,2.0,2.0,2600.0,sqft,3600.0,sqft,98122.0,750000.0
60741,,1.5,,sqft,,,98101.0,750000.0
60712,3.0,3.5,1800.0,sqft,1545.0,sqft,98103.0,750000.0
61454,,,,sqft,5365.0,sqft,98133.0,755000.0
61147,3.0,3.0,1790.0,sqft,7286.0,sqft,98125.0,755000.0
61259,,,,sqft,5365.0,sqft,98133.0,755000.0
61033,,,,sqft,5365.0,sqft,98133.0,755000.0
61310,,,,sqft,5365.0,sqft,98133.0,755000.0
61191,,,,sqft,5365.0,sqft,98133.0,755000.0
61179,,,,sqft,5365.0,sqft,98133.0,755000.0
61062,3.0,3.0,1790.0,sqft,7286.0,sqft,98125.0,755000.0
61198,3.0,3.0,1790.0,sqft,7286.0,sqft,98125.0,755000.0
61362,3.0,3.0,1790.0,sqft,7286.0,sqft,98125.0,755000.0
61718,,,1520.0,sqft,4000.0,sqft,98117.0,760000.0
61715,2.0,1.0,,sqft,0.66,acre,98121.0,760000.0
61635,4.0,2.0,1440.0,sqft,4560.0,sqft,98126.0,760000.0
907,2.0,2.5,1048.0,sqft,1048.0,sqft,98115.0,760000.0
61858,2.0,,916.0,sqft,,,98121.0,760000.0
61760,4.0,2.5,1420.0,sqft,1800.0,sqft,98103.0,760000.0
61567,,,1520.0,sqft,4000.0,sqft,98117.0,760000.0
61794,4.0,2.0,1440.0,sqft,4560.0,sqft,98126.0,760000.0
61824,2.0,2.5,1048.0,sqft,1048.0,sqft,98115.0,760000.0
61767,2.0,,916.0,sqft,,,98121.0,760000.0
62095,2.0,,1047.0,sqft,,,98102.0,762500.0
62282,2.0,,1047.0,sqft,,,98102.0,762500.0
62014,2.0,,1047.0,sqft,,,98102.0,762500.0
62029,,1.5,1290.0,sqft,1748.0,sqft,,762500.0
61999,2.0,,1047.0,sqft,,,98102.0,762500.0
62059,,1.5,1290.0,sqft,1748.0,sqft,,762500.0
62316,2.0,,1047.0,sqft,,,98102.0,762500.0
62297,2.0,,1047.0,sqft,,,98102.0,762500.0
61932,2.0,,1047.0,sqft,,,98102.0,762500.0
61976,,1.5,1290.0,sqft,1748.0,sqft,,762500.0
62665,2.0,,1020.0,sqft,1249.0,sqft,98102.0,765000.0
62815,3.0,,1190.0,sqft,850.0,sqft,,765000.0
62582,3.0,,1190.0,sqft,850.0,sqft,,765000.0
62628,2.0,,1020.0,sqft,1249.0,sqft,98102.0,765000.0
62725,,1.0,1340.0,sqft,6223.0,sqft,98117.0,765000.0
62447,,1.0,1340.0,sqft,6223.0,sqft,98117.0,765000.0
62454,3.0,,1190.0,sqft,850.0,sqft,,765000.0
62527,,1.0,1340.0,sqft,6223.0,sqft,98117.0,765000.0
62696,,1.0,1340.0,sqft,6223.0,sqft,98117.0,765000.0
62436,3.0,3.5,,sqft,1228.0,sqft,98144.0,765000.0
62908,,,,sqft,742.0,sqft,,769950.0
63057,,,,sqft,742.0,sqft,,769950.0
63290,,,,sqft,742.0,sqft,,769950.0
63060,2.0,2.0,,sqft,4850.0,sqft,98107.0,769950.0
62935,2.0,2.0,,sqft,4850.0,sqft,98107.0,769950.0
62902,,,,sqft,742.0,sqft,,769950.0
63015,2.0,2.0,,sqft,4850.0,sqft,98107.0,769950.0
62941,2.0,2.0,,sqft,4850.0,sqft,98107.0,769950.0
63179,,,,sqft,742.0,sqft,,769950.0
63106,2.0,2.0,,sqft,4850.0,sqft,98107.0,769950.0
63398,2.0,2.5,,sqft,1110.0,sqft,98122.0,770000.0
63483,4.0,1.0,2470.0,sqft,0.31,acre,98178.0,770000.0
63334,2.0,3.0,1260.0,sqft,3920.0,sqft,98117.0,770000.0
63655,2.0,2.5,,sqft,2044.0,sqft,98116.0,770000.0
63689,3.0,2.5,1620.0,sqft,1423.0,sqft,98122.0,770000.0
63572,2.0,2.5,,sqft,2044.0,sqft,98116.0,770000.0
63601,2.0,3.0,1260.0,sqft,3920.0,sqft,98117.0,770000.0
63575,3.0,2.5,1620.0,sqft,1423.0,sqft,98122.0,770000.0
63550,3.0,2.5,1620.0,sqft,1423.0,sqft,98122.0,770000.0
63388,4.0,1.0,2470.0,sqft,0.31,acre,98178.0,770000.0
63928,6.0,3.0,3020.0,sqft,0.75,acre,,775000.0
63788,3.0,2.0,1380.0,sqft,8580.0,sqft,98125.0,775000.0
63901,,2.0,2930.0,sqft,0.7,acre,98146.0,775000.0
64069,,2.0,2245.0,sqft,7892.0,sqft,98178.0,775000.0
63884,,3.0,2170.0,sqft,7500.0,sqft,98178.0,775000.0
64025,2.0,,760.0,sqft,8686.0,sqft,98115.0,775000.0
63890,2.0,,760.0,sqft,8686.0,sqft,98115.0,775000.0
63887,3.0,2.0,1380.0,sqft,8580.0,sqft,98125.0,775000.0
64091,3.0,2.0,1380.0,sqft,8580.0,sqft,98125.0,775000.0
64013,3.0,2.0,1380.0,sqft,8580.0,sqft,98125.0,775000.0
64445,3.0,1.0,2560.0,sqft,8927.0,sqft,98125.0,776000.0
64321,3.0,1.0,2560.0,sqft,8927.0,sqft,98125.0,776000.0
64302,,2.0,1280.0,sqft,3000.0,sqft,98112.0,776000.0
64712,,2.0,1280.0,sqft,3000.0,sqft,98112.0,776000.0
64494,3.0,1.0,2560.0,sqft,8927.0,sqft,98125.0,776000.0
64447,3.0,1.0,2560.0,sqft,8927.0,sqft,98125.0,776000.0
64660,3.0,1.0,2560.0,sqft,8927.0,sqft,98125.0,776000.0
64454,,2.0,1280.0,sqft,3000.0,sqft,98112.0,776000.0
64254,,2.0,1280.0,sqft,3000.0,sqft,98112.0,776000.0
64551,3.0,1.0,2560.0,sqft,8927.0,sqft,98125.0,776000.0
64915,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
64887,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
64724,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
65136,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
64926,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
64839,2.0,1.0,850.0,sqft,4000.0,sqft,98144.0,778000.0
64934,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
64816,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
64837,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
65079,3.0,,1300.0,sqft,2997.0,sqft,98144.0,778000.0
65631,2.0,1.5,,sqft,5027.0,sqft,98118.0,779000.0
65523,2.0,2.0,,sqft,800.0,sqft,98109.0,779000.0
65304,2.0,2.0,,sqft,800.0,sqft,98109.0,779000.0
65481,2.0,2.0,,sqft,800.0,sqft,98109.0,779000.0
65193,2.0,2.0,,sqft,800.0,sqft,98109.0,779000.0
65505,2.0,1.5,,sqft,5027.0,sqft,98118.0,779000.0
65584,2.0,2.0,,sqft,800.0,sqft,98109.0,779000.0
65630,2.0,1.5,,sqft,5027.0,sqft,98118.0,779000.0
65349,2.0,2.0,,sqft,800.0,sqft,98109.0,779000.0
65637,2.0,1.5,,sqft,5027.0,sqft,98118.0,779000.0
65709,3.0,,1396.0,sqft,4800.0,sqft,98136.0,780000.0
66092,,,2310.0,sqft,4011.0,sqft,98106.0,780000.0
65663,,,2310.0,sqft,4011.0,sqft,98106.0,780000.0
65722,2.0,2.0,1101.0,sqft,1608.0,sqft,98115.0,780000.0
66009,4.0,2.0,2640.0,sqft,8385.0,sqft,98168.0,780000.0
66006,2.0,,1300.0,sqft,915.0,sqft,98107.0,780000.0
65947,,,2310.0,sqft,4011.0,sqft,98106.0,780000.0
65781,2.0,2.0,1101.0,sqft,1608.0,sqft,98115.0,780000.0
65776,2.0,,1300.0,sqft,915.0,sqft,98107.0,780000.0
66015,3.0,,1396.0,sqft,4800.0,sqft,98136.0,780000.0
66156,4.0,2.0,1980.0,sqft,2242.0,sqft,98136.0,785000.0
66347,3.0,1.0,1340.0,sqft,7669.0,sqft,98177.0,785000.0
66446,3.0,2.5,1400.0,sqft,1001.0,sqft,98136.0,785000.0
66426,2.0,,1353.0,sqft,,,98115.0,785000.0
66182,3.0,1.0,1340.0,sqft,7669.0,sqft,98177.0,785000.0
66498,3.0,1.0,1340.0,sqft,7669.0,sqft,98177.0,785000.0
66537,2.0,,1353.0,sqft,,,98115.0,785000.0
66535,4.0,2.0,1980.0,sqft,2242.0,sqft,98136.0,785000.0
66317,2.0,,1353.0,sqft,,,98115.0,785000.0
66192,2.0,,1353.0,sqft,,,98115.0,785000.0
66843,2.0,,1217.0,sqft,1331.0,sqft,98199.0,787950.0
66747,2.0,,1217.0,sqft,,,98199.0,787950.0
66719,2.0,,1217.0,sqft,,,98199.0,787950.0
66751,2.0,,1217.0,sqft,1331.0,sqft,98199.0,787950.0
66846,2.0,,1217.0,sqft,1331.0,sqft,98199.0,787950.0
66960,2.0,,1217.0,sqft,1331.0,sqft,98199.0,787950.0
66823,2.0,,1217.0,sqft,,,98199.0,787950.0
66594,2.0,,1217.0,sqft,,,98199.0,787950.0
67020,2.0,,1217.0,sqft,,,98199.0,787950.0
66716,2.0,,1217.0,sqft,,,98199.0,787950.0
67142,2.0,1.5,1290.0,sqft,1332.0,sqft,98115.0,795000.0
67249,5.0,3.0,,sqft,7865.0,sqft,98178.0,795000.0
67253,5.0,3.0,,sqft,7865.0,sqft,98178.0,795000.0
67143,2.0,1.5,1290.0,sqft,1332.0,sqft,98115.0,795000.0
67264,5.0,3.0,,sqft,7865.0,sqft,98178.0,795000.0
67092,3.0,,1210.0,sqft,6000.0,sqft,98119.0,795000.0
67274,5.0,2.0,2160.0,sqft,7620.0,sqft,98106.0,795000.0
67461,5.0,3.0,,sqft,7865.0,sqft,98178.0,795000.0
67267,2.0,1.5,1290.0,sqft,1332.0,sqft,98115.0,795000.0
67181,,2.0,1660.0,sqft,6120.0,sqft,98115.0,795000.0
67831,2.0,2.0,,sqft,770.0,sqft,98122.0,799000.0
67866,3.0,2.0,1560.0,sqft,4960.0,sqft,,799000.0
67902,2.0,2.0,,sqft,770.0,sqft,98122.0,799000.0
67677,3.0,,1806.0,sqft,4400.0,sqft,98126.0,799000.0
67760,2.0,,1410.0,sqft,6180.0,sqft,98118.0,799000.0
67706,,,2000.0,sqft,7440.0,sqft,98106.0,799000.0
67943,3.0,2.0,1560.0,sqft,4960.0,sqft,,799000.0
67520,3.0,2.0,1560.0,sqft,4960.0,sqft,,799000.0
67862,,,2000.0,sqft,7440.0,sqft,98106.0,799000.0
67623,,2.5,996.0,sqft,2450.0,sqft,98122.0,799000.0
68362,2.0,2.5,1124.0,sqft,1354.0,sqft,98115.0,799950.0
68429,2.0,1.0,1350.0,sqft,6600.0,sqft,98115.0,799950.0
68286,2.0,2.5,1124.0,sqft,1354.0,sqft,98115.0,799950.0
68068,2.0,2.5,1124.0,sqft,1354.0,sqft,98115.0,799950.0
68112,2.0,2.5,1124.0,sqft,1354.0,sqft,98115.0,799950.0
68265,2.0,1.0,1350.0,sqft,6600.0,sqft,98115.0,799950.0
68206,2.0,1.0,1350.0,sqft,6600.0,sqft,98115.0,799950.0
68240,2.0,2.5,1124.0,sqft,1354.0,sqft,98115.0,799950.0
68259,2.0,2.5,1124.0,sqft,1354.0,sqft,98115.0,799950.0
67986,2.0,1.0,1350.0,sqft,6600.0,sqft,98115.0,799950.0
68597,3.0,2.5,2470.0,sqft,4452.0,sqft,98126.0,800000.0
68487,4.0,,2591.0,sqft,6900.0,sqft,98125.0,800000.0
68485,2.0,1.0,,sqft,3200.0,sqft,98112.0,800000.0
68688,5.0,3.0,2370.0,sqft,5292.0,sqft,98118.0,800000.0
68835,3.0,2.5,1730.0,sqft,2757.0,sqft,98125.0,800000.0
68584,3.0,2.0,2080.0,sqft,6769.0,sqft,98108.0,800000.0
68556,4.0,,2591.0,sqft,6900.0,sqft,98125.0,800000.0
261,5.0,2.5,2900.0,sqft,0.23,acre,98106.0,800000.0
68535,4.0,,2591.0,sqft,6900.0,sqft,98125.0,800000.0
68668,3.0,2.0,2164.0,sqft,4000.0,sqft,98117.0,800000.0
69113,3.0,2.0,1770.0,sqft,3349.0,sqft,98146.0,805000.0
69230,3.0,2.0,1770.0,sqft,3349.0,sqft,98146.0,805000.0
69008,3.0,2.0,1770.0,sqft,3349.0,sqft,98146.0,805000.0
68979,4.0,,2050.0,sqft,9555.0,sqft,98177.0,805000.0
69354,4.0,,2050.0,sqft,9555.0,sqft,98177.0,805000.0
69073,4.0,,2050.0,sqft,9555.0,sqft,98177.0,805000.0
68908,3.0,2.5,1360.0,sqft,916.0,sqft,98112.0,805000.0
69332,3.0,2.0,1770.0,sqft,3349.0,sqft,98146.0,805000.0
69215,3.0,2.5,1360.0,sqft,916.0,sqft,98112.0,805000.0
69353,3.0,2.5,1360.0,sqft,916.0,sqft,98112.0,805000.0
69743,2.0,1.0,2520.0,sqft,5000.0,sqft,98122.0,810000.0
69545,2.0,1.0,2520.0,sqft,5000.0,sqft,98122.0,810000.0
69390,2.0,1.0,2520.0,sqft,5000.0,sqft,98122.0,810000.0
69699,,1.5,1320.0,sqft,6080.0,sqft,98116.0,810000.0
69615,2.0,1.0,2520.0,sqft,5000.0,sqft,98122.0,810000.0
69674,2.0,1.0,2520.0,sqft,5000.0,sqft,98122.0,810000.0
69762,,1.5,1320.0,sqft,6080.0,sqft,98116.0,810000.0
69733,2.0,1.0,2520.0,sqft,5000.0,sqft,98122.0,810000.0
69613,2.0,1.0,2520.0,sqft,5000.0,sqft,98122.0,810000.0
69556,,1.5,1320.0,sqft,6080.0,sqft,98116.0,810000.0
69925,,,2074.0,sqft,1999.0,sqft,,812500.0
70079,4.0,,2060.0,sqft,5080.0,sqft,98115.0,812500.0
70132,4.0,,2060.0,sqft,5080.0,sqft,98115.0,812500.0
70146,4.0,,2060.0,sqft,5080.0,sqft,98115.0,812500.0
70197,,,2074.0,sqft,1999.0,sqft,,812500.0
70022,,,2074.0,sqft,1999.0,sqft,,812500.0
69851,,,2074.0,sqft,1999.0,sqft,,812500.0
69981,,,2074.0,sqft,1999.0,sqft,,812500.0
70186,,,2074.0,sqft,1999.0,sqft,,812500.0
70107,,,2074.0,sqft,1999.0,sqft,,812500.0
70750,2.0,2.0,1019.0,sqft,,,98119.0,813000.0
70435,2.0,1.0,,sqft,3056.0,sqft,98107.0,813000.0
70457,2.0,1.0,,sqft,3056.0,sqft,98107.0,813000.0
70670,2.0,1.0,,sqft,3056.0,sqft,98107.0,813000.0
70578,2.0,2.0,1019.0,sqft,,,98119.0,813000.0
70398,2.0,1.0,,sqft,3056.0,sqft,98107.0,813000.0
70304,2.0,2.0,1019.0,sqft,,,98119.0,813000.0
70731,2.0,2.0,1019.0,sqft,,,98119.0,813000.0
70471,2.0,2.0,1019.0,sqft,,,98119.0,813000.0
70661,2.0,2.0,1019.0,sqft,,,98119.0,813000.0
71067,,2.0,2110.0,sqft,4000.0,sqft,98108.0,815000.0
70799,,2.0,2110.0,sqft,4000.0,sqft,98108.0,815000.0
71002,3.0,3.0,1250.0,sqft,6350.0,sqft,98117.0,815000.0
70858,3.0,3.0,1250.0,sqft,6350.0,sqft,98117.0,815000.0
71103,,2.0,2110.0,sqft,4000.0,sqft,98108.0,815000.0
71137,3.0,3.0,1250.0,sqft,6350.0,sqft,98117.0,815000.0
71005,,2.0,2110.0,sqft,4000.0,sqft,98108.0,815000.0
70913,3.0,3.0,1250.0,sqft,6350.0,sqft,98117.0,815000.0
70994,,2.0,2110.0,sqft,4000.0,sqft,98108.0,815000.0
71043,3.0,3.0,1250.0,sqft,6350.0,sqft,98117.0,815000.0
71324,3.0,2.0,1580.0,sqft,6396.0,sqft,98126.0,820000.0
71439,3.0,2.0,1580.0,sqft,6396.0,sqft,98126.0,820000.0
71659,,,1590.0,sqft,1781.0,sqft,98136.0,820000.0
71512,3.0,3.5,1644.0,sqft,,,98112.0,820000.0
71336,2.0,1.0,1110.0,sqft,5413.0,sqft,,820000.0
71426,5.0,,3220.0,sqft,4640.0,sqft,98103.0,820000.0
71249,3.0,2.0,1580.0,sqft,6396.0,sqft,98126.0,820000.0
71460,3.0,2.5,2090.0,sqft,5000.0,sqft,98108.0,820000.0
71444,,,1590.0,sqft,1781.0,sqft,98136.0,820000.0
71245,2.0,1.0,1520.0,sqft,4250.0,sqft,98117.0,820000.0
71934,4.0,3.5,1632.0,sqft,0.3,acre,98136.0,825000.0
71845,4.0,3.5,1632.0,sqft,0.3,acre,98136.0,825000.0
71729,4.0,3.5,1632.0,sqft,0.3,acre,98136.0,825000.0
72018,4.0,,1812.0,sqft,1632.0,sqft,98136.0,825000.0
72129,4.0,,2200.0,sqft,5146.0,sqft,98106.0,825000.0
71982,2.0,2.0,1470.0,sqft,,,98115.0,825000.0
72078,4.0,,2480.0,sqft,5996.0,sqft,98122.0,825000.0
71912,2.0,1.0,,sqft,4800.0,sqft,98117.0,825000.0
72083,4.0,,1812.0,sqft,1632.0,sqft,98136.0,825000.0
72010,3.0,1.5,1720.0,sqft,3825.0,sqft,98117.0,825000.0
72490,3.0,2.0,1360.0,sqft,7680.0,sqft,98125.0,830000.0
72564,3.0,,,sqft,9065.0,sqft,98133.0,830000.0
72192,3.0,,,sqft,9065.0,sqft,98133.0,830000.0
72198,2.0,2.5,1411.0,sqft,1201.0,sqft,98117.0,830000.0
72347,2.0,2.5,1411.0,sqft,1201.0,sqft,98117.0,830000.0
72201,3.0,2.0,1360.0,sqft,7680.0,sqft,98125.0,830000.0
72478,3.0,2.0,1360.0,sqft,7680.0,sqft,98125.0,830000.0
72467,2.0,2.5,1411.0,sqft,1201.0,sqft,98117.0,830000.0
72546,3.0,,,sqft,9065.0,sqft,98133.0,830000.0
72175,4.0,,1480.0,sqft,6820.0,sqft,98126.0,830000.0
72715,,5.0,3014.0,sqft,7908.0,sqft,98178.0,835000.0
72825,3.0,2.0,1830.0,sqft,5850.0,sqft,98126.0,835000.0
72761,2.0,2.0,1620.0,sqft,3090.0,sqft,98103.0,835000.0
72691,2.0,2.0,1620.0,sqft,3090.0,sqft,98103.0,835000.0
72846,3.0,1.0,1050.0,sqft,4080.0,sqft,98117.0,835000.0
73025,2.0,,1088.0,sqft,5500.0,sqft,98107.0,835000.0
72703,3.0,1.5,1550.0,sqft,8070.0,sqft,98133.0,835000.0
72830,2.0,,1088.0,sqft,5500.0,sqft,98107.0,835000.0
72939,3.0,1.5,1550.0,sqft,8070.0,sqft,98133.0,835000.0
72971,,3.5,1450.0,sqft,1020.0,sqft,98115.0,835000.0
73143,4.0,2.0,2180.0,sqft,5100.0,sqft,98115.0,838000.0
73401,2.0,2.0,1319.0,sqft,794.0,sqft,98107.0,838000.0
73255,2.0,2.0,1319.0,sqft,794.0,sqft,98107.0,838000.0
73244,2.0,2.0,1319.0,sqft,794.0,sqft,98107.0,838000.0
73357,2.0,2.0,1319.0,sqft,794.0,sqft,98107.0,838000.0
794,2.0,2.0,1319.0,sqft,794.0,sqft,98107.0,838000.0
73459,4.0,2.0,2180.0,sqft,5100.0,sqft,98115.0,838000.0
73233,4.0,2.0,2180.0,sqft,5100.0,sqft,98115.0,838000.0
73493,2.0,2.0,1319.0,sqft,794.0,sqft,98107.0,838000.0
73287,4.0,2.0,2180.0,sqft,5100.0,sqft,98115.0,838000.0
73875,,,,sqft,6397.0,sqft,98117.0,840000.0
73743,3.0,2.0,2190.0,sqft,5000.0,sqft,98106.0,840000.0
73922,,3.5,1740.0,sqft,2061.0,sqft,98122.0,840000.0
73874,3.0,2.0,1676.0,sqft,4828.0,sqft,98115.0,840000.0
73729,3.0,2.5,1610.0,sqft,1426.0,sqft,98199.0,840000.0
73967,3.0,2.0,2190.0,sqft,5000.0,sqft,98106.0,840000.0
73934,3.0,2.0,1676.0,sqft,4828.0,sqft,98115.0,840000.0
73878,,3.5,1740.0,sqft,2061.0,sqft,98122.0,840000.0
73604,,3.5,1740.0,sqft,2061.0,sqft,98122.0,840000.0
74002,,,,sqft,6397.0,sqft,98117.0,840000.0
74333,3.0,,2100.0,sqft,7800.0,sqft,98136.0,845000.0
74036,,3.5,,sqft,1375.0,sqft,98117.0,845000.0
74202,2.0,,1332.0,sqft,1101.0,sqft,98199.0,845000.0
74063,2.0,3.0,1290.0,sqft,,,98199.0,845000.0
74346,2.0,2.0,,sqft,800.0,sqft,98112.0,845000.0
74303,2.0,3.0,1290.0,sqft,,,98199.0,845000.0
74409,2.0,,1332.0,sqft,1101.0,sqft,98199.0,845000.0
74455,3.0,,2100.0,sqft,7800.0,sqft,98136.0,845000.0
74264,,3.5,,sqft,1375.0,sqft,98117.0,845000.0
74259,2.0,2.0,,sqft,800.0,sqft,98112.0,845000.0
74502,6.0,4.0,2310.0,sqft,5012.0,sqft,98108.0,849000.0
74917,6.0,4.0,2310.0,sqft,5012.0,sqft,98108.0,849000.0
74548,,2.0,1870.0,sqft,4000.0,sqft,98136.0,849000.0
74596,6.0,4.0,2310.0,sqft,5012.0,sqft,98108.0,849000.0
74911,6.0,4.0,2310.0,sqft,5012.0,sqft,98108.0,849000.0
74816,3.0,2.0,1111.0,sqft,,,98112.0,849000.0
74836,,2.0,1870.0,sqft,4000.0,sqft,98136.0,849000.0
74590,3.0,2.0,1111.0,sqft,,,98112.0,849000.0
74719,3.0,2.0,1111.0,sqft,,,98112.0,849000.0
74920,,2.0,1870.0,sqft,4000.0,sqft,98136.0,849000.0
75177,2.0,1.5,1070.0,sqft,1569.0,sqft,98103.0,849950.0
75256,,2.0,980.0,sqft,3000.0,sqft,98118.0,849950.0
75035,,2.0,980.0,sqft,3000.0,sqft,98118.0,849950.0
75123,,2.0,980.0,sqft,3000.0,sqft,98118.0,849950.0
75272,2.0,1.5,1070.0,sqft,1569.0,sqft,98103.0,849950.0
75261,4.0,,1620.0,sqft,6120.0,sqft,98126.0,849950.0
75382,,2.0,980.0,sqft,3000.0,sqft,98118.0,849950.0
75283,4.0,,1620.0,sqft,6120.0,sqft,98126.0,849950.0
75238,4.0,,1620.0,sqft,6120.0,sqft,98126.0,849950.0
75386,3.0,2.0,1096.0,sqft,,,,849950.0
75545,4.0,2.5,1544.0,sqft,2352.0,sqft,,850000.0
75539,3.0,2.5,1760.0,sqft,1143.0,sqft,,850000.0
1622,3.0,1.5,1240.0,sqft,5000.0,sqft,98117.0,850000.0
75686,4.0,2.5,1544.0,sqft,2352.0,sqft,,850000.0
75638,2.0,2.0,1140.0,sqft,1045.0,sqft,98103.0,850000.0
75519,3.0,2.5,1760.0,sqft,1143.0,sqft,,850000.0
75679,4.0,2.5,1544.0,sqft,2352.0,sqft,,850000.0
75786,3.0,,2284.0,sqft,6395.0,sqft,98136.0,850000.0
75466,2.0,2.5,,sqft,1332.0,sqft,,850000.0
75701,3.0,,2130.0,sqft,3710.0,sqft,98117.0,850000.0
75895,3.0,2.0,,sqft,5000.0,sqft,98199.0,855000.0
76131,3.0,2.0,,sqft,5000.0,sqft,98199.0,855000.0
75898,4.0,2.0,1750.0,sqft,6380.0,sqft,98115.0,855000.0
76219,,2.5,1490.0,sqft,7547.0,sqft,98115.0,855000.0
75867,3.0,2.0,,sqft,5000.0,sqft,98199.0,855000.0
76212,3.0,2.0,,sqft,5000.0,sqft,98199.0,855000.0
76280,3.0,2.0,,sqft,5000.0,sqft,98199.0,855000.0
76002,4.0,2.0,1750.0,sqft,6380.0,sqft,98115.0,855000.0
76035,,2.5,1490.0,sqft,7547.0,sqft,98115.0,855000.0
76283,4.0,2.0,1750.0,sqft,6380.0,sqft,98115.0,855000.0
76350,2.0,2.0,1391.0,sqft,0.34,acre,98109.0,860000.0
76416,2.0,2.0,1391.0,sqft,0.34,acre,98109.0,860000.0
76427,3.0,,2200.0,sqft,4800.0,sqft,98117.0,860000.0
76753,3.0,,2200.0,sqft,4800.0,sqft,98117.0,860000.0
76708,3.0,,2200.0,sqft,4800.0,sqft,98117.0,860000.0
76623,2.0,2.0,1391.0,sqft,0.34,acre,98109.0,860000.0
76661,2.0,,1320.0,sqft,,,,860000.0
76598,2.0,2.0,1391.0,sqft,0.34,acre,98109.0,860000.0
76615,2.0,,1320.0,sqft,,,,860000.0
76457,3.0,,2200.0,sqft,4800.0,sqft,98117.0,860000.0
77188,3.0,1.5,2120.0,sqft,3880.0,sqft,98105.0,865000.0
77065,3.0,3.0,1720.0,sqft,8370.0,sqft,98177.0,865000.0
76929,5.0,2.0,2260.0,sqft,3848.0,sqft,98117.0,865000.0
76816,3.0,2.0,1960.0,sqft,3300.0,sqft,98103.0,865000.0
76864,4.0,2.5,,sqft,0.38,acre,98178.0,865000.0
77134,3.0,3.0,1720.0,sqft,8370.0,sqft,98177.0,865000.0
77060,3.0,,1670.0,sqft,1687.0,sqft,98117.0,865000.0
77097,3.0,3.0,,sqft,826.0,sqft,98107.0,865000.0
76826,3.0,,1840.0,sqft,3432.0,sqft,98115.0,865000.0
76779,3.0,3.0,,sqft,826.0,sqft,98107.0,865000.0
77438,4.0,2.5,1881.0,sqft,1881.0,sqft,98133.0,870000.0
77327,2.0,1.0,,sqft,0.34,acre,98125.0,870000.0
77456,2.0,1.0,,sqft,0.34,acre,98125.0,870000.0
77253,1.0,,,sqft,,,98104.0,870000.0
77519,2.0,1.0,,sqft,0.34,acre,98125.0,870000.0
77257,4.0,2.5,2340.0,sqft,9670.0,sqft,98106.0,870000.0
77684,4.0,2.5,1881.0,sqft,1881.0,sqft,98133.0,870000.0
77355,4.0,2.5,1881.0,sqft,1881.0,sqft,98133.0,870000.0
77383,3.0,,1730.0,sqft,5000.0,sqft,98115.0,870000.0
77448,4.0,2.5,2340.0,sqft,9670.0,sqft,98106.0,870000.0
78008,3.0,2.0,,sqft,1232.0,sqft,98136.0,875000.0
77812,,1.0,1340.0,sqft,3825.0,sqft,98117.0,875000.0
78142,2.0,2.0,1003.0,sqft,,,98121.0,875000.0
77978,5.0,2.5,3500.0,sqft,0.33,acre,,875000.0
78075,2.0,2.5,1440.0,sqft,3000.0,sqft,98144.0,875000.0
77873,3.0,2.0,1096.0,sqft,1.0,acre,98117.0,875000.0
77920,3.0,,1670.0,sqft,1304.0,sqft,98144.0,875000.0
77797,3.0,2.0,1080.0,sqft,5750.0,sqft,98116.0,875000.0
77901,4.0,1.5,2100.0,sqft,6532.0,sqft,98199.0,875000.0
78013,,1.0,1060.0,sqft,5666.0,sqft,98108.0,875000.0
78209,3.0,2.0,2320.0,sqft,4000.0,sqft,,880000.0
78464,3.0,2.0,2320.0,sqft,4000.0,sqft,,880000.0
78364,3.0,,1460.0,sqft,5856.0,sqft,,880000.0
482,4.0,2.0,,sqft,6800.0,sqft,98133.0,880000.0
78509,3.0,2.0,2320.0,sqft,4000.0,sqft,,880000.0
78599,2.0,2.0,1297.0,sqft,,,98109.0,880000.0
78529,4.0,2.0,,sqft,6800.0,sqft,98133.0,880000.0
